,id,name,county,state_code,state,zip_codes,population,median_income
25972,25973,McGrew,Scotts Bluff County,NE,Nebraska,69334 / 69353,104,18750
25559,25560,Central,Knox County,NE,Nebraska,68718 / 68729,104,64125
24438,24439,Hillsdale,Wells County,ND,North Dakota,58341 / 58758,104,62250
40570,40571,Port Mansfield,Willacy County,TX,Texas,78598,104,12321
45432,45433,Bairoil,Sweetwater County,WY,Wyoming,82322,104,59500
38874,38875,Wilson,Tripp County,SD,South Dakota,57528 / 57580,104,43295
14114,14115,Ten Broeck,Jefferson County,KY,Kentucky,40241,104,123125
34426,34427,Cross Creek,Washington County,PA,Pennsylvania,15021,104,39375
24907,24908,Pisek,Walsh County,ND,North Dakota,58273,104,34615
25646,25647,Deloit,Holt County,NE,Nebraska,68726 / 68735,104,48750
24833,24834,Oberon,Benson County,ND,North Dakota,58357,104,42917
23239,23240,Harrellsville,Hertford County,NC,North Carolina,27942,104,47708
19193,19194,Halstad ,Norman County,MN,Minnesota,56548,104,57188
24380,24381,Hardscrabble,Williams County,ND,North Dakota,58801,103,105250
15431,15432,Highland Beach,Anne Arundel County,MD,Maryland,21403,103,130000
1277,1278,Minturn,Lawrence County,AR,Arkansas,72433 / 72445,103,30313
18866,18867,Edison,Swift County,MN,Minnesota,56208 / 56249 / 56262,103,69167
12000,12001,Chautauqua,Chautauqua County,KS,Kansas,67334,103,21667
13102,13103,Plum Creek,Mitchell County,KS,Kansas,67420,103,77969
20677,20678,Viding,Clay County,MN,Minnesota,56519 / 56536 / 56546,103,87813
20679,20680,Viking,Marshall County,MN,Minnesota,56760,103,56250
13578,13579,Wheaton,Pottawatomie County,KS,Kansas,66521,103,74375
37870,37871,Cresbard,Faulk County,SD,South Dakota,57435,103,33438
24787,24788,Newport,McHenry County,ND,North Dakota,58788,103,56250
15297,15298,Clarysville,Allegany County,MD,Maryland,21532,103,70938
56,57,Circle,Yukon-Koyukuk Census Area,AK,Alaska,99733,103,17125
26153,26154,Rockville,Sherman County,NE,Nebraska,68871,103,35625
40836,40837,Springlake,Lamb County,TX,Texas,79082,103,35000
1394,1395,South Lead Hill,Boone County,AR,Arkansas,72644,103,41250
13199,13200,Roscoe,Reno County,KS,Kansas,67068 / 67514 / 67570,103,55063
638,639,Joppa,Cullman County / Marshall County,AL,Alabama,35016 / 35087,103,23672
27636,27637,Hillsboro,Sierra County,NM,New Mexico,87930 / 88042,103,50385
15696,15697,Williston,Caroline County,MD,Maryland,21629,103,81250
37778,37779,Canova,Miner County,SD,South Dakota,57321,103,48125
24936,24937,Prairie Centre,Walsh County,ND,North Dakota,58237 / 58261 / 58270 / 58273,103,63542
24328,24329,Grant,Richland County,ND,North Dakota,58053,103,56250
11028,11029,Mount Etna,Huntington County,IN,Indiana,46750,103,44000
984,985,Big Flat,Baxter County / Searcy County,AR,Arkansas,72617,103,36563
13240,13241,Savonburg,Allen County,KS,Kansas,66772,103,29583
25000,25001,Rocklake,Towner County,ND,North Dakota,58365,103,48594
33678,33679,Neahkahnie,Tillamook County,OR,Oregon,97131,103,8942
3659,3660,Hooper,Alamosa County,CO,Colorado,81136,103,24583
25855,25856,Island Grove,Gage County,NE,Nebraska,68318 / 68381 / 68466,103,42500
38604,38605,Rosette,Edmunds County,SD,South Dakota,57451 / 57456,103,69145
3511,3512,Campo,Baca County,CO,Colorado,81029,103,18000
22181,22182,West Line,Cass County,MO,Missouri,64734,103,79375
4309,4310,Altoona,Lake County,FL,Florida,32702,103,46343
32742,32743,Badger Lee,Sequoyah County,OK,Oklahoma,74955,102,8229
24545,24546,Lampton,Walsh County,ND,North Dakota,58227 / 58243 / 58270,102,62188
27966,27967,Goodsprings,Clark County,NV,Nevada,89019,102,54416
15965,15966,Lakeville,Penobscot County,ME,Maine,04487,102,29167
19509,19510,Lake Pleasant,Red Lake County,MN,Minnesota,56736 / 56750,102,74375
39255,39256,Silerton,Chester County / Hardeman County,TN,Tennessee,38340 / 38377,102,42500
8461,8462,Jeisyville,Christian County,IL,Illinois,62540 / 62568,102,41250
38493,38494,Plano,Hanson County,SD,South Dakota,57301 / 57340,102,72500
24544,24545,La Moure,Pembina County,ND,North Dakota,58220 / 58282,102,58333
18303,18304,Augusta,Lac qui Parle County,MN,Minnesota,56256 / 56257,102,73125
6855,6856,St. Anthony,Marshall County,IA,Iowa,50051 / 50239,102,32000
23731,23732,Amenia ,Cass County,ND,North Dakota,58004 / 58012 / 58079,102,178421
5058,5059,Springhill,Santa Rosa County,FL,Florida,32570,102,55417
22941,22942,Wilsall,Park County,MT,Montana,59086,102,43750
12234,12235,Fairplay,Marion County,KS,Kansas,66851 / 66861 / 66866,102,23170
16712,16713,Copper Harbor,Keweenaw County,MI,Michigan,49918,102,34063
22665,22666,Corwin Springs,Park County,MT,Montana,59030,102,37188
6724,6725,Pleasant Plain,Jefferson County,IA,Iowa,52540,102,36875
25944,25945,Macon,Franklin County,NE,Nebraska,68929 / 68939 / 68947 / 68981,102,46875
37946,37947,Elliott,Sanborn County,SD,South Dakota,57359 / 57363,102,55750
38432,38433,Ohio,Hand County,SD,South Dakota,57362,102,44038
33118,33119,Manchester,Grant County,OK,Oklahoma,73758,102,58750
37669,37670,Barrett,Beadle County,SD,South Dakota,57322 / 57386,102,19375
6696,6697,Oyens,Plymouth County,IA,Iowa,51031 / 51045,102,62813
40464,40465,O'Brien,Haskell County,TX,Texas,79539,102,43750
12720,12721,Loda,Reno County,KS,Kansas,67035 / 67068 / 67514 / 67583,102,68750
25442,25443,Ash Grove,Franklin County,NE,Nebraska,68929 / 68947 / 68960 / 68982,102,89861
18782,18783,Delaware,Grant County,MN,Minnesota,56248 / 56531,102,81875
22926,22927,Weeksville,Sanders County,MT,Montana,59859,101,31786
1368,1369,Roe,Monroe County,AR,Arkansas,72134,101,33125
4736,4737,Lamont,Jefferson County,FL,Florida,32336 / 32344,101,76125
21614,21615,Lithium,Perry County,MO,Missouri,63775,101,28571
12578,12579,Kendall,Kearny County,KS,Kansas,67857 / 67860 / 67880,101,60391
19547,19548,Lastrup,Morrison County,MN,Minnesota,56364,101,58542
20546,20547,Sunburg,Kandiyohi County,MN,Minnesota,56289,101,48333
31689,31690,Neville,Clermont County,OH,Ohio,45156,101,31042
13200,13201,Rose Creek,Republic County,KS,Kansas,66935 / 66959 / 66960 / 68375,101,35278
23896,23897,Buchanan ,Stutsman County,ND,North Dakota,58401 / 58420,101,83750
32717,32718,Albion,Pushmataha County,OK,Oklahoma,74521,101,28125
22879,22880,Silesia,Carbon County,MT,Montana,59041,101,45096
9086,9087,Old Ripley,Bond County,IL,Illinois,62275,101,34375
21836,21837,Pascola,Pemiscot County,MO,Missouri,63827,101,26875
22025,22026,St. Clement,Pike County,MO,Missouri,63334,101,91058
12091,12092,Cullison,Pratt County,KS,Kansas,67124,101,66250
3826,3827,Sedalia,Douglas County,CO,Colorado,80135,101,66094
31675,31676,Mutual,Champaign County,OH,Ohio,43078,101,60250
27699,27700,Lumberton,Rio Arriba County,NM,New Mexico,87528,101,38993
21625,21626,Longtown,Perry County,MO,Missouri,63775,101,47222
24083,24084,Dodge,Dunn County,ND,North Dakota,58625,101,50893
38683,38684,Stewart,Tripp County,SD,South Dakota,57528 / 57529 / 57580,101,46875
40151,40152,Lakeview,Hall County,TX,Texas,79239,101,36250
24053,24054,Dazey,Barnes County,ND,North Dakota,58429,101,25625
21311,21312,Fox Creek,Harrison County,MO,Missouri,64424 / 64481 / 64642,101,68750
21549,21550,Lake Annette,Cass County,MO,Missouri,64746,101,40208
16013,16014,Maxfield,Penobscot County,ME,Maine,04448 / 04453,101,39500
20615,20616,Trommald,Crow Wing County,MN,Minnesota,56441 / 56455,101,31667
25066,25067,Scott,Adams County,ND,North Dakota,58639,101,41518
589,590,Haleburg,Henry County,AL,Alabama,36319,101,54167
11401,11402,Spring Hill,Marion County,IN,Indiana,46228,101,96250
32902,32903,Dodge,Delaware County,OK,Oklahoma,74344,101,66667
19572,19573,Leonardsville,Traverse County,MN,Minnesota,56221 / 56236 / 56240,101,59375
19596,19597,Lima,Cass County,MN,Minnesota,56672,100,27292
37713,37714,Blom,Deuel County,SD,South Dakota,57218 / 57234 / 57268,100,56750
37724,37725,Brainard,Brown County,SD,South Dakota,57433 / 57441 / 57449 / 57481,100,60469
6915,6916,Unionville,Appanoose County,IA,Iowa,52594,100,40625
19030,19031,Foxhome ,Wilkin County,MN,Minnesota,56520 / 56522 / 56543,100,88125
26697,26698,Allamuchy,Warren County,NJ,New Jersey,07840,100,76486
39696,39697,Dayton Lakes,Liberty County,TX,Texas,77535,100,41354
9368,9369,Ripley ,Brown County,IL,Illinois,62353,100,38125
295,296,Sleetmute,Bethel Census Area,AK,Alaska,99668,100,30313
40753,40754,Santa Monica,Willacy County,TX,Texas,78569,100,25000
2131,2132,Camp Nelson,Tulare County,CA,California,93208 / 93265,100,84107
8810,8811,Media,Henderson County,IL,Illinois,61460,100,58333
24016,24017,Corwin,Stutsman County,ND,North Dakota,58401 / 58472 / 58497,100,66250
39630,39631,Colorado Acres,Webb County,TX,Texas,78044,100,18611
24243,24244,Freeborn,Eddy County,ND,North Dakota,58380 / 58381,100,42404
973,974,Beedeville,Jackson County,AR,Arkansas,72014 / 72101,100,22083
19057,19058,Gail Lake,Crow Wing County,MN,Minnesota,56435 / 56474,100,40250
14069,14070,Sardis,Mason County / Robertson County,KY,Kentucky,41055 / 41064,100,23438
27739,27740,Navajo Dam,San Juan County,NM,New Mexico,87412 / 87419,100,66216
20725,20726,Warrenton,Marshall County,MN,Minnesota,56762,100,73333
40929,40930,Toyah,Reeves County,TX,Texas,79772 / 79785,100,13594
26011,26012,Naponee,Franklin County,NE,Nebraska,68960,100,34205
1519,1520,Bryce,Graham County,AZ,Arizona,85543,100,56771
26197,26198,Shields,Holt County,NE,Nebraska,68713 / 68734 / 68763,100,59286
8101,8102,Foosland,Champaign County,IL,Illinois,61845,100,38750
33113,33114,Lucien,Noble County,OK,Oklahoma,73757,100,69000
6983,6984,Willey,Carroll County,IA,Iowa,51401,100,69375
3011,3012,Ponderosa,Tulare County,CA,California,93265,100,29257
7119,7120,Leadore,Lemhi County,ID,Idaho,83464,100,32292
42586,42587,Hatton,Adams County,WA,Washington,99344,100,26406
41297,41298,Peoa,Summit County,UT,Utah,84061,100,58646
11817,11818,Battle Hill,McPherson County,KS,Kansas,67428 / 67448,100,84375
971,972,Beaver,Carroll County,AR,Arkansas,72613 / 72631,100,42143
12412,12413,Haddam,Washington County,KS,Kansas,66944,100,30625
24187,24188,Fairmount ,Richland County,ND,North Dakota,58030,100,64583
26009,26010,Myrtle,Custer County,NE,Nebraska,68814 / 68815,100,60000
19838,19839,Moonshine,Big Stone County,MN,Minnesota,56221 / 56225 / 56236 / 56240,100,78750
42154,42155,Lemington,Essex County,VT,Vermont,05903 / 05905,100,29063
25297,25298,Waldo,Richland County,ND,North Dakota,58030 / 58041 / 58075,100,38214
19755,19756,McGregor ,Aitkin County,MN,Minnesota,55760,100,40250
22322,22323,Eden,Yazoo County,MS,Mississippi,39194,99,12500
25470,25471,Beaver,Nance County,NE,Nebraska,68638 / 68640 / 68660,99,90750
15609,15610,Rock Point,Charles County,MD,Maryland,20664 / 20682,99,57222
19190,19191,Hallock ,Kittson County,MN,Minnesota,56728,99,85000
2184,2185,Chinese Camp,Tuolumne County,CA,California,95309 / 95327,99,24722
38427,38428,Oak Lake,Brookings County,SD,South Dakota,57213 / 57276,99,106563
21028,21029,Brooklyn Heights,Jasper County,MO,Missouri,64836,99,38750
24175,24176,Esmond,Benson County,ND,North Dakota,58332,99,31250
25632,25633,Custer,Custer County,NE,Nebraska,68822 / 68825 / 68860,99,77188
27890,27891,Twin Forks,Otero County,NM,New Mexico,88317 / 88339,99,29952
11110,11111,Onward,Cass County,IN,Indiana,46967,99,27639
19901,19902,Nesbit,Polk County,MN,Minnesota,56721 / 56722 / 56723,99,74167
22723,22724,Gildford,Hill County,MT,Montana,59525,99,38250
1664,1665,Kaka,Maricopa County,AZ,Arizona,85321,99,9500
24013,24014,Cordelia,Bottineau County,ND,North Dakota,58318 / 58329,99,101607
5276,5277,Bluffton,Clay County,GA,Georgia,39824,99,57500
27578,27579,Datil,Catron County,NM,New Mexico,87821,99,27163
22917,22918,Turner,Blaine County,MT,Montana,59542,99,31750
18515,18516,Bruno,Pine County,MN,Minnesota,55712,99,17292
5933,5934,Makena,Maui County,HI,Hawaii,96753 / 96790,99,44688
6023,6024,Andover,Clinton County,IA,Iowa,52701,99,54063
25328,25329,Wells,Wells County,ND,North Dakota,58341,99,98571
18960,18961,Fanny,Polk County,MN,Minnesota,56716 / 56722 / 56723,99,111250
6033,6034,Arispe,Union County,IA,Iowa,50830 / 50831 / 50861,99,36000
24500,24501,Kenmare ,Ward County,ND,North Dakota,58746,99,121250
24921,24922,Pontiac,Cass County,ND,North Dakota,58027,99,104375
22711,22712,Fox Lake,Richland County,MT,Montana,59243,99,78000
1881,1882,Utting,La Paz County,AZ,Arizona,85325,99,50441
24101,24102,Dunbar,Sargent County,ND,North Dakota,58032 / 58040 / 58060 / 58067,99,96250
19780,19781,Merrifield,Crow Wing County,MN,Minnesota,56465 / 56468,99,53750
12537,12538,Isbel,Scott County,KS,Kansas,67863 / 67871,99,71154
12268,12269,Forrester,Ness County,KS,Kansas,67560 / 67572,99,42813
31041,31042,Harbor View,Lucas County,OH,Ohio,43434,99,22292
26210,26211,South Bend,Cass County,NE,Nebraska,68058,99,67679
7311,7312,Asbury,Gallatin County,IL,Illinois,62871,99,12400
38298,38299,Lone Rock,Moody County,SD,South Dakota,56164 / 57028,99,250000
26773,26774,Bridgeville,Warren County,NJ,New Jersey,07823,99,76486
43988,43989,Lewis,Polk County,WI,Wisconsin,54837,99,37813
11750,11751,Alton,Osborne County,KS,Kansas,67623,98,29722
13107,13108,Portis,Osborne County,KS,Kansas,67474,98,27292
25681,25682,Eldorado,Clay County,NE,Nebraska,68818 / 68944 / 68975,98,49514
20929,20930,Aullville,Lafayette County,MO,Missouri,64037,98,48125
39768,39769,El Chaparral,Starr County,TX,Texas,78582,98,95921
25319,25320,Watson,Cass County,ND,North Dakota,58027 / 58052,98,98750
25384,25385,Wold,Traill County,ND,North Dakota,58218 / 58223 / 58257,98,60938
25612,25613,Council Creek,Nance County,NE,Nebraska,68638 / 68640,98,183088
10028,10029,Zif,Wayne County,IL,Illinois,62446 / 62823 / 62824,98,59250
7760,7761,Columbus,Adams County,IL,Illinois,62320,98,38750
32842,32843,Chewey,Adair County,OK,Oklahoma,74457 / 74964,98,14375
25572,25573,Chelsea,Fillmore County,NE,Nebraska,68361 / 68406 / 68416 / 68444,98,78438
22060,22061,Sumner,Chariton County,MO,Missouri,64681,98,33750
25673,25674,East Newman,Nance County,NE,Nebraska,68638 / 68663,98,66000
12440,12441,Hartland,Kearny County,KS,Kansas,67857 / 67860,98,46319
25521,25522,Bristow ,Boyd County,NE,Nebraska,68719 / 68777,98,47500
41657,41658,Hillsboro,Loudoun County,VA,Virginia,20132,98,142500
41072,41073,Zapata Ranch,Willacy County,TX,Texas,78569,98,49732
18810,18811,Donnelly ,Stevens County,MN,Minnesota,56235 / 56248,98,74375
23704,23705,Adrian,LaMoure County,ND,North Dakota,58431 / 58472,98,43750
5450,5451,Geneva,Talbot County,GA,Georgia,31810,98,34750
24679,24680,McKenzie,Burleigh County,ND,North Dakota,58558 / 58572,98,38971
27535,27536,Causey,Roosevelt County,NM,New Mexico,88113 / 88132,98,49375
18621,18622,Chief,Mahnomen County,MN,Minnesota,56516 / 56557,98,54375
23174,23175,Falkland,Pitt County,NC,North Carolina,27827 / 27829 / 27834,98,62500
2392,2393,Fellows,Kern County,CA,California,93224,98,75625
3568,3569,Divide,Teller County,CO,Colorado,80814,98,55757
2605,2606,Kirkwood,Alpine County / Amador County,CA,California,95646 / 95666 / 96120,98,39375
30290,30291,Batesville,Noble County,OH,Ohio,43773,98,48750
19107,19108,Good Hope,Itasca County,MN,Minnesota,56630 / 56681,98,44219
21715,21716,Monticello,Lewis County,MO,Missouri,63457,98,70000
22366,22367,Henderson Point,Harrison County,MS,Mississippi,39571,98,45938
21730,21731,Moss Creek,Carroll County,MO,Missouri,64633 / 64668,98,250000
43603,43604,Foster,Clark County,WI,Wisconsin,54456 / 54493 / 54741 / 54771,97,41563
24297,24298,Golden,Walsh County,ND,North Dakota,58270,97,27200
38398,38399,New Hope,Brown County,SD,South Dakota,57460,97,44750
233,234,Northway Village,Southeast Fairbanks Census Area,AK,Alaska,99764,97,20000
25175,25176,Strabane,Grand Forks County,ND,North Dakota,58244,97,64688
3892,3893,Weldona,Morgan County,CO,Colorado,80653,97,47500
25636,25637,Danbury,Red Willow County,NE,Nebraska,69026,97,26705
23938,23939,Carlisle,Pembina County,ND,North Dakota,58216 / 58225 / 58238 / 58271,97,68750
26911,26912,Finesville,Warren County,NJ,New Jersey,08865,97,71125
20312,20313,Salo,Aitkin County,MN,Minnesota,55760 / 55787,97,29808
35178,35179,Jeddo,Luzerne County,PA,Pennsylvania,18224,97,67727
12781,12782,Manchester,Dickinson County,KS,Kansas,67410,97,28571
24305,24306,Goodrich,Sheridan County,ND,North Dakota,58444,97,48654
25506,25507,Bloomington,Franklin County,NE,Nebraska,68929 / 68939,97,46250
21993,21994,Shoal Creek Estates,Newton County,MO,Missouri,64804,97,88750
19212,19213,Hantho,Lac qui Parle County,MN,Minnesota,56208 / 56232 / 56256,97,87500
27871,27872,Tecolote,San Miguel County,NM,New Mexico,87701,97,9110
264,265,Port Heiden,Lake and Peninsula Borough,AK,Alaska,99549,97,59375
21094,21095,Chain of Rocks,Lincoln County,MO,Missouri,63369,97,71250
12445,12446,Havana,Montgomery County,KS,Kansas,67347,97,46563
24699,24700,Mercer,McLean County,ND,North Dakota,58559,97,28750
15217,15218,Beaver Creek,Washington County,MD,Maryland,21713 / 21740,97,100250
41171,41172,Fremont,Wayne County,UT,Utah,84747,97,39116
13630,13631,Zurich,Rooks County,KS,Kansas,67663,97,31875
19881,19882,Moylan,Marshall County,MN,Minnesota,56725 / 56727,97,73438
38631,38632,Shelby,Brown County,SD,South Dakota,57433 / 57449,97,31932
11763,11764,Arion,Cloud County,KS,Kansas,66901 / 66948 / 67445,97,64028
23913,23914,Burt,Ward County,ND,North Dakota,58701 / 58722 / 58733,97,68889
20225,20226,Richville,Otter Tail County,MN,Minnesota,56576,97,38750
33066,33067,Kildare,Kay County,OK,Oklahoma,74604,97,44583
20219,20220,Richardville,Kittson County,MN,Minnesota,56735,97,52083
15827,15828,Crawford,Washington County,ME,Maine,04657 / 04694,97,56429
23997,23998,Cogswell,Sargent County,ND,North Dakota,58017,97,33750
8531,8532,Kinsman,Grundy County,IL,Illinois,60437,97,39583
38104,38105,Hart,Roberts County,SD,South Dakota,57255 / 57262,97,88462
33093,33094,Leon,Love County,OK,Oklahoma,73441,97,25000
31696,31697,New Bavaria,Henry County,OH,Ohio,43548,97,48333
24066,24067,Denbigh,McHenry County,ND,North Dakota,58788,96,51944
18266,18267,Ansel,Cass County,MN,Minnesota,56477 / 56479,96,46000
25133,25134,Spiritwood Lake,Stutsman County,ND,North Dakota,58401 / 58426,96,66250
20787,20788,Whipholt,Cass County,MN,Minnesota,56484,96,64375
27653,27654,Kingston,Sierra County,NM,New Mexico,88042,96,29505
7375,7376,Basco,Hancock County,IL,Illinois,62313,96,34844
25875,25876,King Lake,Douglas County,NE,Nebraska,68064,96,42344
36407,36408,Siglerville,Mifflin County,PA,Pennsylvania,17063,96,40870
20502,20503,St. Leo,Yellow Medicine County,MN,Minnesota,56264,96,38750
24342,24343,Greenfield,Griggs County,ND,North Dakota,58429 / 58448,96,34083
11915,11916,Bunker Hill,Russell County,KS,Kansas,67626,96,36250
6155,6156,Chillicothe,Wapello County,IA,Iowa,52548,96,45536
16212,16213,Waite,Washington County,ME,Maine,04492,96,26786
1188,1189,Hunter,Woodruff County,AR,Arkansas,72074,96,20313
13098,13099,Plevna,Reno County,KS,Kansas,67568,96,45313
21951,21952,Rothville,Chariton County,MO,Missouri,64676,96,31250
10198,10199,Canaan,Jefferson County,IN,Indiana,47250,96,145250
41963,41964,Warm Springs,Bath County,VA,Virginia,24484,96,60868
25113,25114,Snow,McLean County,ND,North Dakota,58531 / 58540,96,48194
24255,24256,Garborg,Richland County,ND,North Dakota,58008 / 58057 / 58077 / 58081,96,60625
12678,12679,Liebenthal,Rush County,KS,Kansas,67553,96,35500
25363,25364,Willis,Ward County,ND,North Dakota,58701 / 58759 / 58781,96,82813
25216,25217,Thingvalla,Pembina County,ND,North Dakota,58220 / 58222 / 58227 / 58241 / 58262,96,34583
18209,18210,Agassiz,Lac qui Parle County,MN,Minnesota,56212 / 56256 / 56276,96,65000
25360,25361,Willey,Sargent County,ND,North Dakota,58040 / 58060,96,103125
23730,23731,Amenia,Cass County,ND,North Dakota,58004,96,63750
21233,21234,Dutchtown,Cape Girardeau County,MO,Missouri,63701 / 63745,96,33750
13522,13523,Waring,Ness County,KS,Kansas,67521 / 67556,96,51875
9679,9680,Strawn,Livingston County,IL,Illinois,61775,96,52500
1642,1643,Gu Oidak,Pima County,AZ,Arizona,85634,96,35625
21917,21918,Richards,Vernon County,MO,Missouri,64778,96,28333
24228,24229,Fort Ransom ,Ransom County,ND,North Dakota,58033,96,83750
19043,19044,Freeland,Lac qui Parle County,MN,Minnesota,56220 / 56256 / 56257,95,46563
20413,20414,Soler,Roseau County,MN,Minnesota,56714 / 56726,95,55000
22095,22096,Truxton,Lincoln County,MO,Missouri,63381,95,15000
21467,21468,Hunter,Carter County,MO,Missouri,63937 / 63943,95,74063
39079,39080,Hickory Valley,Hardeman County,TN,Tennessee,38042,95,12727
2877,2878,Nicasio,Marin County,CA,California,94946,95,72083
33480,33481,Bellfountain,Benton County,OR,Oregon,97456,95,43969
1574,1575,Cowlic,Pima County,AZ,Arizona,85634,95,38725
25530,25531,Bruno,Butler County,NE,Nebraska,68014,95,31250
20527,20528,Strand,Norman County,MN,Minnesota,56545,95,64688
11565,11566,Wallace,Fountain County,IN,Indiana,47949,95,28594
11771,11772,Asherville ,Mitchell County,KS,Kansas,67420,95,47958
38118,38119,Henry ,Codington County,SD,South Dakota,57242 / 57243,95,50000
7963,7964,Eddyville,Pope County,IL,Illinois,62928,95,18125
40595,40596,Putnam,Callahan County,TX,Texas,76437 / 76469,95,30625
45468,45469,Dixon,Carbon County,WY,Wyoming,82323,95,53125
32903,32904,Dotyville,Ottawa County,OK,Oklahoma,74354,95,53750
27805,27806,Rodeo,Hidalgo County,NM,New Mexico,88056,95,10655
25661,25662,Douglas Grove,Custer County,NE,Nebraska,68814 / 68828 / 68874 / 68881,95,66875
25104,25105,Sikes,Mountrail County,ND,North Dakota,58763 / 58784,95,64583
30368,30369,Blakeslee,Williams County,OH,Ohio,43505,95,39583
25079,25080,Sharon,Steele County,ND,North Dakota,58277,95,33125
24551,24552,Lankin,Walsh County,ND,North Dakota,58250,95,52500
7547,7548,Buckhorn,Brown County,IL,Illinois,62353 / 62375,95,93194
23836,23837,Birtsell,Foster County,ND,North Dakota,58421,95,65924
1236,1237,Lonsdale,Garland County,AR,Arkansas,72087,95,51250
37619,37620,Alliance,Moody County,SD,South Dakota,56144 / 56164 / 57028,95,190341
35106,35107,Hovey,Armstrong County,PA,Pennsylvania,16049,95,36250
23696,23697,Acton,Walsh County,ND,North Dakota,58225 / 58237,95,65278
1051,1052,Coy,Lonoke County,AR,Arkansas,72037 / 72046,95,56250
38884,38885,Wolsey ,Beadle County,SD,South Dakota,57384,95,42000
43583,43584,Finley,Juneau County,WI,Wisconsin,54646,95,33750
6538,6539,Luzerne,Benton County,IA,Iowa,52257,95,57500
26261,26262,Swanton,Saline County,NE,Nebraska,68445,95,35625
39339,39340,Airport Heights,Starr County,TX,Texas,78582,95,39000
19019,19020,Fortier,Yellow Medicine County,MN,Minnesota,56220,95,53333
12180,12181,Elk Falls,Elk County,KS,Kansas,67345,95,25833
38043,38044,German,Hutchinson County,SD,South Dakota,57366 / 57376,95,83182
989,990,Black Springs,Montgomery County,AR,Arkansas,71960,95,26250
24168,24169,Ensign,Renville County,ND,North Dakota,58740,95,59125
45585,45586,Slater,Platte County,WY,Wyoming,82201 / 82210,95,16797
20937,20938,Bagnell,Miller County,MO,Missouri,65026,95,20417
9605,9606,Southwest,Crawford County,IL,Illinois,62421 / 62449 / 62466,95,83625
6122,6123,California Junction,Harrison County,IA,Iowa,51555,94,24914
2764,2765,Martell,Amador County,CA,California,95642 / 95654 / 95685,94,13508
22033,22034,St. Francisville,Clark County,MO,Missouri,63430 / 63465,94,29205
12216,12217,Esbon,Jewell County,KS,Kansas,66941,94,35714
28000,28001,Nelson,Clark County,NV,Nevada,89046,94,42574
12907,12908,Munden,Republic County,KS,Kansas,66959,94,37188
24957,24958,Raritan,Barnes County,ND,North Dakota,58027 / 58031 / 58062,94,60625
19251,19252,Hegbert,Swift County,MN,Minnesota,56207 / 56208,94,62083
25971,25972,McCulley,Boyd County,NE,Nebraska,68722 / 68755,94,51625
22007,22008,South Gorin,Scotland County,MO,Missouri,63543,94,29583
18770,18771,Deerhorn,Wilkin County,MN,Minnesota,56514 / 56594,94,56250
21632,21633,Luray,Clark County,MO,Missouri,63453,94,28750
21910,21911,Reeds,Jasper County,MO,Missouri,64859,94,37969
24711,24712,Milnor ,Sargent County,ND,North Dakota,58060,94,57917
18826,18827,Dumont,Traverse County,MN,Minnesota,56236,94,68214
6384,6385,Hansell,Franklin County,IA,Iowa,50441,94,55833
25454,25455,Ayr,Adams County,NE,Nebraska,68925,94,42500
20092,20093,Perry,Lac qui Parle County,MN,Minnesota,56212 / 56256,94,42083
22905,22906,Sweet Grass,Toole County,MT,Montana,59484,94,83929
20199,20200,Reine,Roseau County,MN,Minnesota,56751 / 56761,94,65000
7231,7232,Yellow Pine,Valley County,ID,Idaho,83677,94,53699
38307,38308,Lowe,Deuel County,SD,South Dakota,57226 / 57237 / 57259,94,60625
19436,19437,Kertsonville,Polk County,MN,Minnesota,56716,94,82917
26240,26241,St. Helena,Cedar County,NE,Nebraska,68774,94,50938
26965,26966,Hainesburg,Warren County,NJ,New Jersey,07832,94,90156
20988,20989,Blairstown,Henry County,MO,Missouri,64726,94,24500
24597,24598,Lippert,Stutsman County,ND,North Dakota,58401,94,18750
19687,19688,Malta,Big Stone County,MN,Minnesota,56225 / 56278,94,60000
40948,40949,Uncertain,Harrison County,TX,Texas,75661,94,29375
37974,37975,Fairfield,Beadle County,SD,South Dakota,57348 / 57350,94,70500
11874,11875,Blakely,Geary County,KS,Kansas,66441 / 66872,94,53654
19475,19476,Lake Alice,Hubbard County,MN,Minnesota,56461 / 56470,94,38750
24738,24739,Moore,Ransom County,ND,North Dakota,58027 / 58054 / 58062,94,69531
16230,16231,Wesley,Washington County,ME,Maine,04686,94,26750
40833,40834,Spofford,Kinney County,TX,Texas,78832,94,33750
11811,11812,Barrett,Thomas County,KS,Kansas,67701 / 67732 / 67743,94,75156
8091,8092,Flint,Pike County,IL,Illinois,62340 / 62363,94,20000
38139,38140,Hitchcock,Beadle County,SD,South Dakota,57348,94,44063
18750,18751,Danvers,Swift County,MN,Minnesota,56231,94,54375
24207,24208,Fingal,Barnes County,ND,North Dakota,58031,94,47188
395,396,Belgreen,Franklin County,AL,Alabama,35653,94,27750
22160,22161,Watson,Atchison County,MO,Missouri,64496,94,35000
39244,39245,Saulsbury,Hardeman County,TN,Tennessee,38067,93,11750
40697,40698,Round Top,Fayette County,TX,Texas,78954 / 78961,93,51250
37572,37573,Ward,Saluda County,SC,South Carolina,29166,93,33438
45206,45207,Jacksonburg,Wetzel County,WV,West Virginia,26377,93,43693
10180,10181,Burns City,Martin County,IN,Indiana,47553,93,95114
